alarmId,timestamp,status,alarmName,alarmType,attackerIP,victimIP,attackerPort,victimPort,risk,stats
421D8A7B90FF11EA9FC944A8168FA4E8,2020-05-08 07:44:02,open,"directive_event: Network scan, SkipFish web vulnerability assessment tool usage against DST_IP",Scan,10.0.8.9,192.168.3.140,53463,22,1,"{""events"":5,""src"":{""ip"":{""10.0.8.9"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""NULL""}},""port"":{""53312"":1,""53089"":1,""53628"":1,""53463"":1,""53787"":1},""rep"":0,""country"":{""--"":5}},""dst"":{""ip"":{""192.168.3.140"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""0x421d8a7b7ad611eab05c44a86ab936a4""}},""port"":{""22"":5},""rep"":0,""country"":{""--"":5}}}"
421D8A7B90FF11EA9FC944A8168FA4E8,2020-05-08 07:44:02,open,"directive_event: Network scan, local host scanning port 445/TCP on SRC_IP",Scan,10.0.8.9,192.168.3.140,53463,22,1,"{""events"":5,""src"":{""ip"":{""10.0.8.9"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""NULL""}},""port"":{""53312"":1,""53089"":1,""53628"":1,""53463"":1,""53787"":1},""rep"":0,""country"":{""--"":5}},""dst"":{""ip"":{""192.168.3.140"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""0x421d8a7b7ad611eab05c44a86ab936a4""}},""port"":{""22"":5},""rep"":0,""country"":{""--"":5}}}"
421D8A7B90FF11EA9FC944A8168FA4E8,2020-05-08 07:44:02,open,"directive_event: Network scan, local host scanning port 139/TCP on SRC_IP",Scan,10.0.8.9,192.168.3.140,53463,22,1,"{""events"":5,""src"":{""ip"":{""10.0.8.9"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""NULL""}},""port"":{""53312"":1,""53089"":1,""53628"":1,""53463"":1,""53787"":1},""rep"":0,""country"":{""--"":5}},""dst"":{""ip"":{""192.168.3.140"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""0x421d8a7b7ad611eab05c44a86ab936a4""}},""port"":{""22"":5},""rep"":0,""country"":{""--"":5}}}"
421D8A7B90FF11EA9FC944A8168FA4E8,2020-05-08 07:44:02,open,"directive_event: Network scan, SNMP default community string discovery detected from SRC_IP",Scan,10.0.8.9,192.168.3.140,53463,22,1,"{""events"":5,""src"":{""ip"":{""10.0.8.9"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""NULL""}},""port"":{""53312"":1,""53089"":1,""53628"":1,""53463"":1,""53787"":1},""rep"":0,""country"":{""--"":5}},""dst"":{""ip"":{""192.168.3.140"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""0x421d8a7b7ad611eab05c44a86ab936a4""}},""port"":{""22"":5},""rep"":0,""country"":{""--"":5}}}"
421D8A7B90FF11EA9FC944A8168FA4E8,2020-05-08 07:44:02,open,"directive_event: Network scan, web vulnerability assessment tool usage against DST_IP",Scan,10.0.8.9,192.168.3.140,53463,22,1,"{""events"":5,""src"":{""ip"":{""10.0.8.9"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""NULL""}},""port"":{""53312"":1,""53089"":1,""53628"":1,""53463"":1,""53787"":1},""rep"":0,""country"":{""--"":5}},""dst"":{""ip"":{""192.168.3.140"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""0x421d8a7b7ad611eab05c44a86ab936a4""}},""port"":{""22"":5},""rep"":0,""country"":{""--"":5}}}"
421D8A7B90FF11EA9FC944A8168FA4E8,2020-05-08 07:44:02,open,"directive_event: Network scan, web vulnerability assessment tool usage against DST_IP",Scan,10.0.8.9,192.168.3.140,53463,22,1,"{""events"":5,""src"":{""ip"":{""10.0.8.9"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""NULL""}},""port"":{""53312"":1,""53089"":1,""53628"":1,""53463"":1,""53787"":1},""rep"":0,""country"":{""--"":5}},""dst"":{""ip"":{""192.168.3.140"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""0x421d8a7b7ad611eab05c44a86ab936a4""}},""port"":{""22"":5},""rep"":0,""country"":{""--"":5}}}"
421D8A7B90FF11EA9FC944A8168FA4E8,2020-05-08 07:44:02,open,"directive_event: Policy violation, eDonkey P2P usage on SRC_IP",Policy,10.0.8.9,192.168.3.140,53463,22,1,"{""events"":5,""src"":{""ip"":{""10.0.8.9"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""NULL""}},""port"":{""53312"":1,""53089"":1,""53628"":1,""53463"":1,""53787"":1},""rep"":0,""country"":{""--"":5}},""dst"":{""ip"":{""192.168.3.140"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""0x421d8a7b7ad611eab05c44a86ab936a4""}},""port"":{""22"":5},""rep"":0,""country"":{""--"":5}}}"
421D8A7B90FF11EA9FC944A8168FA4E8,2020-05-08 07:44:02,open,"directive_event: Policy violation, BitTorrent P2P usage on SRC_IP",Policy,10.0.8.9,192.168.3.140,53463,22,1,"{""events"":5,""src"":{""ip"":{""10.0.8.9"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""NULL""}},""port"":{""53312"":1,""53089"":1,""53628"":1,""53463"":1,""53787"":1},""rep"":0,""country"":{""--"":5}},""dst"":{""ip"":{""192.168.3.140"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""0x421d8a7b7ad611eab05c44a86ab936a4""}},""port"":{""22"":5},""rep"":0,""country"":{""--"":5}}}"
421D8A7B90FF11EA9FC944A8168FA4E8,2020-05-08 07:44:02,open,"directive_event: Policy violation, Google Talk IM usage on SRC_IP",Policy,10.0.8.9,192.168.3.140,53463,22,1,"{""events"":5,""src"":{""ip"":{""10.0.8.9"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""NULL""}},""port"":{""53312"":1,""53089"":1,""53628"":1,""53463"":1,""53787"":1},""rep"":0,""country"":{""--"":5}},""dst"":{""ip"":{""192.168.3.140"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""0x421d8a7b7ad611eab05c44a86ab936a4""}},""port"":{""22"":5},""rep"":0,""country"":{""--"":5}}}"
421D8A7B90FF11EA9FC944A8168FA4E8,2020-05-08 07:44:02,open,"directive_event: Policy violation, Skype IM usage on SRC_IP",Policy,10.0.8.9,192.168.3.140,53463,22,1,"{""events"":5,""src"":{""ip"":{""10.0.8.9"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""NULL""}},""port"":{""53312"":1,""53089"":1,""53628"":1,""53463"":1,""53787"":1},""rep"":0,""country"":{""--"":5}},""dst"":{""ip"":{""192.168.3.140"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""0x421d8a7b7ad611eab05c44a86ab936a4""}},""port"":{""22"":5},""rep"":0,""country"":{""--"":5}}}"
421D8A7B90FF11EA9FC944A8168FA4E8,2020-05-08 07:44:02,open,"directive_event: Policy violation, MSN Messenger IM usage on SRC_IP",Policy,10.0.8.9,192.168.3.140,53463,22,1,"{""events"":5,""src"":{""ip"":{""10.0.8.9"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""NULL""}},""port"":{""53312"":1,""53089"":1,""53628"":1,""53463"":1,""53787"":1},""rep"":0,""country"":{""--"":5}},""dst"":{""ip"":{""192.168.3.140"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""0x421d8a7b7ad611eab05c44a86ab936a4""}},""port"":{""22"":5},""rep"":0,""country"":{""--"":5}}}"
421D8A7B90FF11EA9FC944A8168FA4E8,2020-05-08 07:44:02,open,"directive_event: Policy violation, IRC chat usage on SRC_IP",Policy,10.0.8.9,192.168.3.140,53463,22,1,"{""events"":5,""src"":{""ip"":{""10.0.8.9"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""NULL""}},""port"":{""53312"":1,""53089"":1,""53628"":1,""53463"":1,""53787"":1},""rep"":0,""country"":{""--"":5}},""dst"":{""ip"":{""192.168.3.140"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""0x421d8a7b7ad611eab05c44a86ab936a4""}},""port"":{""22"":5},""rep"":0,""country"":{""--"":5}}}"
421D8A7B90FF11EA9FC944A8168FA4E8,2020-05-08 07:44:02,open,"directive_event: Policy violation, TeamViewer remote desktop usage on DST_IP",Policy,10.0.8.9,192.168.3.140,53463,22,1,"{""events"":5,""src"":{""ip"":{""10.0.8.9"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""NULL""}},""port"":{""53312"":1,""53089"":1,""53628"":1,""53463"":1,""53787"":1},""rep"":0,""country"":{""--"":5}},""dst"":{""ip"":{""192.168.3.140"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""0x421d8a7b7ad611eab05c44a86ab936a4""}},""port"":{""22"":5},""rep"":0,""country"":{""--"":5}}}"
421D8A7B90FF11EA9FC944A8168FA4E8,2020-05-08 07:44:02,open,"directive_event: Policy violation, vulnerable Java version detected on SRC_IP",Policy,10.0.8.9,192.168.3.140,53463,22,1,"{""events"":5,""src"":{""ip"":{""10.0.8.9"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""NULL""}},""port"":{""53312"":1,""53089"":1,""53628"":1,""53463"":1,""53787"":1},""rep"":0,""country"":{""--"":5}},""dst"":{""ip"":{""192.168.3.140"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""0x421d8a7b7ad611eab05c44a86ab936a4""}},""port"":{""22"":5},""rep"":0,""country"":{""--"":5}}}"
421D8A7B90FF11EA9FC944A8168FA4E8,2020-05-08 07:44:02,open,"directive_event: Policy violation, Linux package manager update detected on SRC_IP",Policy,10.0.8.9,192.168.3.140,53463,22,1,"{""events"":5,""src"":{""ip"":{""10.0.8.9"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""NULL""}},""port"":{""53312"":1,""53089"":1,""53628"":1,""53463"":1,""53787"":1},""rep"":0,""country"":{""--"":5}},""dst"":{""ip"":{""192.168.3.140"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""0x421d8a7b7ad611eab05c44a86ab936a4""}},""port"":{""22"":5},""rep"":0,""country"":{""--"":5}}}"
421D8A7B90FF11EA9FC944A8168FA4E8,2020-05-08 07:44:02,open,"directive_event: Policy violation, vulnerable Adobe Flash detected on SRC_IP",Policy,10.0.8.9,192.168.3.140,53463,22,1,"{""events"":5,""src"":{""ip"":{""10.0.8.9"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""NULL""}},""port"":{""53312"":1,""53089"":1,""53628"":1,""53463"":1,""53787"":1},""rep"":0,""country"":{""--"":5}},""dst"":{""ip"":{""192.168.3.140"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""0x421d8a7b7ad611eab05c44a86ab936a4""}},""port"":{""22"":5},""rep"":0,""country"":{""--"":5}}}"
421D8A7B90FF11EA9FC944A8168FA4E8,2020-05-08 07:44:02,open,"directive_event: Malware, trojan Sality detected on SRC_IP",Malware,10.0.8.9,192.168.3.140,53463,22,1,"{""events"":5,""src"":{""ip"":{""10.0.8.9"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""NULL""}},""port"":{""53312"":1,""53089"":1,""53628"":1,""53463"":1,""53787"":1},""rep"":0,""country"":{""--"":5}},""dst"":{""ip"":{""192.168.3.140"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""0x421d8a7b7ad611eab05c44a86ab936a4""}},""port"":{""22"":5},""rep"":0,""country"":{""--"":5}}}"
421D8A7B90FF11EA9FC944A8168FA4E8,2020-05-08 07:44:02,open,"directive_event: Malware, trojan from Bancos family detected on SRC_IP",Malware,10.0.8.9,192.168.3.140,53463,22,1,"{""events"":5,""src"":{""ip"":{""10.0.8.9"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""NULL""}},""port"":{""53312"":1,""53089"":1,""53628"":1,""53463"":1,""53787"":1},""rep"":0,""country"":{""--"":5}},""dst"":{""ip"":{""192.168.3.140"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""0x421d8a7b7ad611eab05c44a86ab936a4""}},""port"":{""22"":5},""rep"":0,""country"":{""--"":5}}}"
421D8A7B90FF11EA9FC944A8168FA4E8,2020-05-08 07:44:02,open,"directive_event: Malware, worm Palevo detected on SRC_IP",Malware,10.0.8.9,192.168.3.140,53463,22,1,"{""events"":5,""src"":{""ip"":{""10.0.8.9"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""NULL""}},""port"":{""53312"":1,""53089"":1,""53628"":1,""53463"":1,""53787"":1},""rep"":0,""country"":{""--"":5}},""dst"":{""ip"":{""192.168.3.140"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""0x421d8a7b7ad611eab05c44a86ab936a4""}},""port"":{""22"":5},""rep"":0,""country"":{""--"":5}}}"
421D8A7B90FF11EA9FC944A8168FA4E8,2020-05-08 07:44:02,open,"directive_event: Malware, trojan Zeus detected on SRC_IP",Malware,10.0.8.9,192.168.3.140,53463,22,1,"{""events"":5,""src"":{""ip"":{""10.0.8.9"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""NULL""}},""port"":{""53312"":1,""53089"":1,""53628"":1,""53463"":1,""53787"":1},""rep"":0,""country"":{""--"":5}},""dst"":{""ip"":{""192.168.3.140"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""0x421d8a7b7ad611eab05c44a86ab936a4""}},""port"":{""22"":5},""rep"":0,""country"":{""--"":5}}}"
421D8A7B90FF11EA9FC944A8168FA4E8,2020-05-08 07:44:02,open,"directive_event: Malware, RAT trojan Poison Ivy detected on SRC_IP",Malware,10.0.8.9,192.168.3.140,53463,22,1,"{""events"":5,""src"":{""ip"":{""10.0.8.9"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""NULL""}},""port"":{""53312"":1,""53089"":1,""53628"":1,""53463"":1,""53787"":1},""rep"":0,""country"":{""--"":5}},""dst"":{""ip"":{""192.168.3.140"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""0x421d8a7b7ad611eab05c44a86ab936a4""}},""port"":{""22"":5},""rep"":0,""country"":{""--"":5}}}"
421D8A7B90FF11EA9FC944A8168FA4E8,2020-05-08 07:44:02,open,"directive_event: Malware, trojan SpyEye detected on SRC_IP",Malware,10.0.8.9,192.168.3.140,53463,22,1,"{""events"":5,""src"":{""ip"":{""10.0.8.9"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""NULL""}},""port"":{""53312"":1,""53089"":1,""53628"":1,""53463"":1,""53787"":1},""rep"":0,""country"":{""--"":5}},""dst"":{""ip"":{""192.168.3.140"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""0x421d8a7b7ad611eab05c44a86ab936a4""}},""port"":{""22"":5},""rep"":0,""country"":{""--"":5}}}"
421D8A7B90FF11EA9FC944A8168FA4E8,2020-05-08 07:44:02,open,"directive_event: Malware, trojan Bredolab detected on SRC_IP",Malware,10.0.8.9,192.168.3.140,53463,22,1,"{""events"":5,""src"":{""ip"":{""10.0.8.9"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""NULL""}},""port"":{""53312"":1,""53089"":1,""53628"":1,""53463"":1,""53787"":1},""rep"":0,""country"":{""--"":5}},""dst"":{""ip"":{""192.168.3.140"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""0x421d8a7b7ad611eab05c44a86ab936a4""}},""port"":{""22"":5},""rep"":0,""country"":{""--"":5}}}"
421D8A7B90FF11EA9FC944A8168FA4E8,2020-05-08 07:44:02,open,"directive_event: Malware, DDoS bot Blackenergy detected on SRC_IP",Malware,10.0.8.9,192.168.3.140,53463,22,1,"{""events"":5,""src"":{""ip"":{""10.0.8.9"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""NULL""}},""port"":{""53312"":1,""53089"":1,""53628"":1,""53463"":1,""53787"":1},""rep"":0,""country"":{""--"":5}},""dst"":{""ip"":{""192.168.3.140"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""0x421d8a7b7ad611eab05c44a86ab936a4""}},""port"":{""22"":5},""rep"":0,""country"":{""--"":5}}}"
421D8A7B90FF11EA9FC944A8168FA4E8,2020-05-08 07:44:02,open,"directive_event: Malware, trojan Renos detected on SRC_IP",Malware,10.0.8.9,192.168.3.140,53463,22,1,"{""events"":5,""src"":{""ip"":{""10.0.8.9"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""NULL""}},""port"":{""53312"":1,""53089"":1,""53628"":1,""53463"":1,""53787"":1},""rep"":0,""country"":{""--"":5}},""dst"":{""ip"":{""192.168.3.140"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""0x421d8a7b7ad611eab05c44a86ab936a4""}},""port"":{""22"":5},""rep"":0,""country"":{""--"":5}}}"
421D8A7B90FF11EA9FC944A8168FA4E8,2020-05-08 07:44:02,open,"directive_event: Malware, trojan Ponmocup detected on SRC_IP",Malware,10.0.8.9,192.168.3.140,53463,22,1,"{""events"":5,""src"":{""ip"":{""10.0.8.9"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""NULL""}},""port"":{""53312"":1,""53089"":1,""53628"":1,""53463"":1,""53787"":1},""rep"":0,""country"":{""--"":5}},""dst"":{""ip"":{""192.168.3.140"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""0x421d8a7b7ad611eab05c44a86ab936a4""}},""port"":{""22"":5},""rep"":0,""country"":{""--"":5}}}"
421D8A7B90FF11EA9FC944A8168FA4E8,2020-05-08 07:44:02,open,"directive_event: Malware, worm Rimecud activity detected on SRC_IP",Malware,10.0.8.9,192.168.3.140,53463,22,1,"{""events"":5,""src"":{""ip"":{""10.0.8.9"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""NULL""}},""port"":{""53312"":1,""53089"":1,""53628"":1,""53463"":1,""53787"":1},""rep"":0,""country"":{""--"":5}},""dst"":{""ip"":{""192.168.3.140"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""0x421d8a7b7ad611eab05c44a86ab936a4""}},""port"":{""22"":5},""rep"":0,""country"":{""--"":5}}}"
421D8A7B90FF11EA9FC944A8168FA4E8,2020-05-08 07:44:02,open,"directive_event: Malware, trojan TDSS detected on SRC_IP",Malware,10.0.8.9,192.168.3.140,53463,22,1,"{""events"":5,""src"":{""ip"":{""10.0.8.9"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""NULL""}},""port"":{""53312"":1,""53089"":1,""53628"":1,""53463"":1,""53787"":1},""rep"":0,""country"":{""--"":5}},""dst"":{""ip"":{""192.168.3.140"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""0x421d8a7b7ad611eab05c44a86ab936a4""}},""port"":{""22"":5},""rep"":0,""country"":{""--"":5}}}"
421D8A7B90FF11EA9FC944A8168FA4E8,2020-05-08 07:44:02,open,"directive_event: Malware, trojan Zlob detected on SRC_IP",Malware,10.0.8.9,192.168.3.140,53463,22,1,"{""events"":5,""src"":{""ip"":{""10.0.8.9"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""NULL""}},""port"":{""53312"":1,""53089"":1,""53628"":1,""53463"":1,""53787"":1},""rep"":0,""country"":{""--"":5}},""dst"":{""ip"":{""192.168.3.140"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""0x421d8a7b7ad611eab05c44a86ab936a4""}},""port"":{""22"":5},""rep"":0,""country"":{""--"":5}}}"
421D8A7B90FF11EA9FC944A8168FA4E8,2020-05-08 07:44:02,open,"directive_event: Malware, trojan Murofet detected on SRC_IP",Malware,10.0.8.9,192.168.3.140,53463,22,1,"{""events"":5,""src"":{""ip"":{""10.0.8.9"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""NULL""}},""port"":{""53312"":1,""53089"":1,""53628"":1,""53463"":1,""53787"":1},""rep"":0,""country"":{""--"":5}},""dst"":{""ip"":{""192.168.3.140"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""0x421d8a7b7ad611eab05c44a86ab936a4""}},""port"":{""22"":5},""rep"":0,""country"":{""--"":5}}}"
421D8A7B90FF11EA9FC944A8168FA4E8,2020-05-08 07:44:02,open,"directive_event: Malware, RAT trojan DarkComet detected on SRC_IP",Malware,10.0.8.9,192.168.3.140,53463,22,1,"{""events"":5,""src"":{""ip"":{""10.0.8.9"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""NULL""}},""port"":{""53312"":1,""53089"":1,""53628"":1,""53463"":1,""53787"":1},""rep"":0,""country"":{""--"":5}},""dst"":{""ip"":{""192.168.3.140"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""0x421d8a7b7ad611eab05c44a86ab936a4""}},""port"":{""22"":5},""rep"":0,""country"":{""--"":5}}}"
421D8A7B90FF11EA9FC944A8168FA4E8,2020-05-08 07:44:02,open,"directive_event: Malware, DDoS bot Aldibot detected on SRC_IP",Malware,10.0.8.9,192.168.3.140,53463,22,1,"{""events"":5,""src"":{""ip"":{""10.0.8.9"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""NULL""}},""port"":{""53312"":1,""53089"":1,""53628"":1,""53463"":1,""53787"":1},""rep"":0,""country"":{""--"":5}},""dst"":{""ip"":{""192.168.3.140"":{""count"":5,""rep"":0,""country"":""--"",""uuid"":""0x421d8a7b7ad611eab05c44a86ab936a4""}},""port"":{""22"":5},""rep"":0,""country"":{""--"":5}}}"
